@relation 'training_keyboard.arff-weka.filters.unsupervised.attribute.Remove-R1-3,11,25-28,33-34,37-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.AddExpression-Ea12-a1-Ndiff1_x-weka.filters.unsupervised.attribute.AddExpression-Ea14-a1-Ndiff2_x-weka.filters.unsupervised.attribute.AddExpression-Ea16-a1-Ndiff3_x-weka.filters.unsupervised.attribute.AddExpression-Ea18-a1-Ndiff4_x-weka.filters.unsupervised.attribute.AddExpression-Ea13-a2-Ndiff1_y-weka.filters.unsupervised.attribute.AddExpression-Ea15-a2-Ndiff2_y-weka.filters.unsupervised.attribute.AddExpression-Ea17-a2-Ndiff3_y-weka.filters.unsupervised.attribute.AddExpression-Ea19-a2-Ndiff4_y-weka.filters.unsupervised.attribute.Remove-R12-23-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute legal_Stop {False,True}
@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute pacman_action {East,North,South,Stop,West,None}
@attribute diff1_x numeric
@attribute diff2_x numeric
@attribute diff3_x numeric
@attribute diff4_x numeric
@attribute diff1_y numeric
@attribute diff2_y numeric
@attribute diff3_y numeric
@attribute diff4_y numeric

@data
0.111111,0.294118,True,True,False,False,True,False,True,True,True,South,0.666667,0.828571,0.714286,0.604651,0.291667,0.5,0.516129,0.551724
0.111111,0.235294,True,False,True,True,True,False,True,True,True,East,0.666667,0.828571,0.714286,0.627907,0.333333,0.53125,0.548387,0.586207
0.148148,0.235294,False,False,True,True,True,False,True,True,True,East,0.638889,0.771429,0.690476,0.604651,0.333333,0.53125,0.548387,0.62069
0.185185,0.235294,True,True,True,True,True,False,False,True,True,East,0.611111,0.628571,0.642857,0.581395,0.375,0.40625,0.548387,0.586207
0.222222,0.235294,False,False,True,True,True,False,False,True,True,East,0.583333,0.6,0.642857,0.581395,0.416667,0.40625,0.548387,0.586207
0.259259,0.235294,False,False,True,True,True,False,False,True,True,East,0.555556,0.6,0.595238,0.534884,0.375,0.40625,0.548387,0.586207
0.296296,0.235294,True,True,True,True,True,False,False,False,True,East,0.527778,0.542857,0.452381,0.534884,0.375,0.40625,0.419355,0.586207
0.333333,0.235294,True,False,True,True,True,False,False,False,True,North,0.5,0.542857,0.428571,0.534884,0.416667,0.40625,0.419355,0.586207
0.333333,0.294118,True,True,False,True,True,False,False,False,True,North,0.5,0.542857,0.452381,0.55814,0.416667,0.375,0.387097,0.551724
0.333333,0.352941,False,True,True,True,True,False,False,False,True,Stop,0.5,0.542857,0.428571,0.55814,0.375,0.34375,0.354839,0.551724
0.333333,0.352941,False,True,True,True,True,False,False,False,True,East,0.5,0.571429,0.404762,0.55814,0.416667,0.34375,0.354839,0.586207
0.37037,0.352941,False,False,True,True,True,False,False,False,True,East,0.472222,0.514286,0.357143,0.511628,0.375,0.34375,0.354839,0.586207
