@relation 'textdump.arff-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R2-3,10-22,25-26,28-31'

@attribute ticks numeric
@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute ghost4_y numeric
@attribute ghost1_dir {East,North,South,Stop,West,None}
@attribute ghost4_dir {East,North,South,Stop,West,None}
@attribute pacdots_remaining numeric
@attribute nearestpacdot_dist numeric
@attribute score numeric
@attribute pacman_action {East,North,South,Stop,West,None}

@data
46,14,6,True,True,False,False,8,Stop,East,2,4,555,North
47,14,7,True,True,True,True,8,Stop,West,2,3,554,North
48,14,8,True,True,True,True,8,Stop,West,2,2,553,East
49,15,8,True,True,True,True,8,Stop,East,2,3,552,East
50,16,8,True,True,True,True,8,Stop,North,2,4,551,East
51,17,8,True,True,True,True,9,Stop,North,2,5,550,East
52,18,8,True,True,False,True,9,Stop,West,2,6,549,Stop
53,18,8,True,True,False,True,9,Stop,West,2,6,548,North
54,18,9,True,True,False,True,9,Stop,East,2,5,547,North
55,18,10,True,True,False,False,9,Stop,West,2,4,546,North
56,18,11,False,True,False,True,9,Stop,South,2,5,545,West
57,17,11,False,False,True,True,8,Stop,West,2,4,544,West
58,16,11,False,False,True,True,8,Stop,North,2,3,543,West
59,15,11,False,False,True,True,9,Stop,North,2,2,542,West
60,14,11,False,True,True,True,9,Stop,North,2,1,541,South
61,14,10,True,True,False,False,9,Stop,East,1,8,640,South
1,1,11,False,True,True,False,6,None,None,2,14,0,Stop
2,1,11,False,True,True,False,6,East,North,2,14,-1,East
3,2,11,False,False,True,True,7,West,North,2,13,-2,East
4,3,11,False,False,True,True,8,West,North,2,12,-3,East
5,4,11,False,False,True,True,9,West,North,2,11,-4,East
6,5,11,False,True,True,True,9,South,North,2,10,-5,East
7,6,11,False,True,True,True,10,West,North,2,9,194,East
8,7,11,False,False,True,True,10,West,North,2,8,193,East
9,8,11,False,False,True,True,10,West,North,2,7,192,West
10,7,11,False,False,True,True,10,West,North,2,8,191,West
11,6,11,False,True,True,True,10,North,North,2,9,190,South
12,6,10,True,True,False,True,11,East,South,2,8,189,South
13,6,9,True,True,True,True,10,East,South,2,7,188,West
14,5,9,True,True,True,True,9,South,West,2,8,187,South
15,5,8,True,True,True,True,9,North,West,2,7,386,South
16,5,7,True,False,True,True,9,North,West,2,6,385,Stop
17,5,7,True,False,True,True,9,East,West,2,6,384,West
18,4,7,True,False,True,True,9,East,South,2,7,383,West
19,3,7,True,False,True,True,8,West,West,2,8,382,West
20,2,7,True,False,True,True,8,West,West,2,9,381,West
21,1,7,True,True,True,False,8,East,East,2,10,380,South
22,1,6,True,True,False,False,8,South,North,2,9,379,South
23,1,5,True,True,True,False,9,West,North,2,10,378,South
24,1,4,True,True,True,False,10,South,South,2,11,377,East
25,2,4,True,True,True,True,9,North,South,2,10,376,East
26,3,4,True,True,True,True,8,North,South,2,9,375,East
27,4,4,True,True,True,True,8,North,South,2,8,374,East
28,5,4,True,True,True,True,8,Stop,North,2,7,573,East
29,6,4,True,True,True,True,9,Stop,North,2,6,572,East
30,7,4,True,True,True,True,10,Stop,North,2,5,571,East
31,8,4,True,True,True,True,11,Stop,West,2,4,570,North
32,8,5,True,True,True,True,11,Stop,West,2,3,569,North
33,8,6,True,True,True,False,11,Stop,East,2,2,568,North
34,8,7,True,True,True,True,11,Stop,West,2,3,567,North
35,8,8,True,True,True,True,11,Stop,West,2,4,566,North
36,8,9,False,True,True,True,11,Stop,West,2,5,565,East
37,9,9,False,True,True,True,11,Stop,East,2,4,564,East
38,10,9,True,True,True,True,11,Stop,East,2,3,563,North
39,10,10,True,True,True,False,11,Stop,East,2,4,562,North
40,10,11,False,True,True,True,11,Stop,East,2,5,561,Stop
41,10,11,False,True,True,True,11,Stop,South,2,5,560,East
42,11,11,False,True,True,True,10,Stop,South,2,4,559,East
43,12,11,False,False,True,True,9,Stop,North,2,3,558,East
44,13,11,False,False,True,True,10,Stop,North,2,2,557,West
45,12,11,False,False,True,True,11,Stop,North,2,3,556,West
1,1,11,False,True,True,False,6,None,None,2,14,0,Stop
2,1,11,False,True,True,False,6,West,Stop,2,14,-1,Stop
3,1,11,False,True,True,False,6,West,North,2,14,-2,East
4,2,11,False,False,True,True,7,West,East,2,13,-3,East
5,3,11,False,False,True,True,7,East,East,2,12,-4,East
6,4,11,False,False,True,True,7,West,East,2,11,-5,East
7,5,11,False,True,True,True,7,West,East,2,10,-6,South
8,5,10,True,True,True,False,7,West,East,2,9,-7,South
9,5,9,True,True,True,True,7,South,East,2,8,-8,South
10,5,8,True,True,True,True,7,West,South,2,7,-9,South
11,5,7,True,False,True,True,6,North,South,2,6,190,West
12,4,7,True,False,True,True,6,East,South,2,7,189,West
13,3,7,True,False,True,True,5,South,North,2,8,188,West
14,2,7,True,False,True,True,6,West,North,2,9,187,West
15,1,7,True,True,True,False,6,North,North,2,10,186,South
16,1,6,True,True,False,False,6,North,North,2,9,185,South
17,1,5,True,True,True,False,7,Stop,West,2,10,384,South
18,1,4,True,True,True,False,7,Stop,North,2,11,383,East
19,2,4,True,True,True,True,8,Stop,North,2,10,382,East
20,3,4,True,True,True,True,8,Stop,North,2,9,381,East
21,4,4,True,True,True,True,9,Stop,West,2,8,380,East
22,5,4,True,True,True,True,9,Stop,West,2,7,379,East
23,6,4,True,True,True,True,9,Stop,South,2,6,378,East
24,7,4,True,True,True,True,8,Stop,North,2,5,377,East
25,8,4,True,True,True,True,9,Stop,East,2,4,376,East
26,9,4,True,True,True,True,9,Stop,East,2,3,375,North
27,9,5,True,True,True,True,9,Stop,West,2,2,374,North
28,9,6,True,True,True,True,9,Stop,West,2,1,373,North
29,9,7,True,True,True,True,9,Stop,West,2,2,372,East
30,10,7,True,True,False,True,9,Stop,East,2,1,371,Stop
31,10,7,True,True,False,True,9,Stop,West,2,1,370,West
32,9,7,True,True,True,True,9,Stop,East,2,2,369,West
33,8,7,True,True,True,True,9,Stop,West,2,3,368,South
34,8,6,True,True,True,False,9,Stop,South,2,2,367,South
35,8,5,True,True,True,True,8,Stop,South,2,3,366,East
36,9,5,True,True,True,True,7,Stop,East,2,2,365,East
37,10,5,True,True,True,True,7,Stop,East,2,1,364,North
38,10,6,True,True,False,True,7,Stop,North,1,8,463,North
39,10,7,True,True,False,True,8,Stop,East,1,7,462,North
40,10,8,True,True,False,True,8,Stop,East,1,6,461,North
41,10,9,True,True,True,True,8,Stop,South,1,5,460,East
42,11,9,True,False,True,True,7,Stop,South,1,4,459,East
43,12,9,False,True,True,True,7,Stop,North,1,3,458,East
44,13,9,False,True,True,True,8,Stop,East,1,2,657,East
45,14,9,True,True,True,True,8,Stop,West,1,1,656,North
46,14,10,True,True,False,False,8,Stop,North,0,-1,755,North
47,14,11,False,True,True,True,9,Stop,East,0,-1,754,Stop
48,14,11,False,True,True,True,9,Stop,East,0,-1,753,East
49,15,11,False,False,True,True,9,Stop,North,0,-1,752,East
50,16,11,False,False,True,True,10,Stop,South,0,-1,751,East
51,17,11,False,False,True,True,9,Stop,North,0,-1,750,East
52,18,11,False,True,False,True,10,Stop,North,0,-1,749,South
1,1,11,False,True,True,False,6,None,None,2,14,0,Stop
2,1,11,False,True,True,False,6,West,North,2,14,-1,East
3,2,11,False,False,True,True,7,East,South,2,13,-2,East
4,3,11,False,False,True,True,6,West,North,2,12,-3,East
5,4,11,False,False,True,True,7,West,North,2,11,-4,East
6,5,11,False,True,True,True,7,East,East,2,10,-5,East
7,6,11,False,True,True,True,7,East,East,2,9,-6,East
8,7,11,False,False,True,True,7,West,East,2,8,-7,East
9,8,11,False,False,True,True,7,West,East,2,7,-8,East
10,9,11,False,False,True,True,7,South,East,2,6,-9,East
11,10,11,False,True,True,True,7,West,West,2,5,-10,East
12,11,11,False,True,True,True,7,South,North,2,4,-11,South
13,11,10,True,True,False,True,8,North,North,2,3,-12,South
14,11,9,True,False,True,True,8,South,West,2,4,-13,East
15,12,9,False,True,True,True,8,West,South,2,3,-14,East
16,13,9,False,True,True,True,7,East,West,2,2,185,East
17,14,9,True,True,True,True,7,West,West,2,1,184,East
18,15,9,False,True,True,True,7,West,East,2,2,183,South
19,15,8,True,True,True,True,7,North,East,2,3,182,South
20,15,7,True,False,True,True,7,North,East,2,4,181,East
21,16,7,True,False,True,True,7,South,East,2,5,180,East
22,17,7,True,False,True,True,1,North,Stop,2,6,379,East
23,18,7,True,True,False,True,1,East,Stop,2,7,378,North
24,18,8,True,True,False,True,1,South,Stop,2,6,377,North
25,18,9,True,True,False,True,1,South,Stop,2,5,376,West
26,17,9,False,True,True,True,1,South,Stop,2,4,375,West
27,16,9,False,True,True,True,1,North,Stop,2,3,374,West
28,15,9,False,True,True,True,1,South,Stop,2,2,373,West
29,14,9,True,True,True,True,1,West,Stop,2,1,372,West
30,13,9,False,True,True,True,1,West,Stop,2,2,371,West
31,12,9,False,True,True,True,1,North,Stop,2,3,370,West
32,11,9,True,False,True,True,1,East,Stop,2,4,369,West
33,10,9,True,True,True,True,1,East,Stop,2,3,368,West
34,9,9,False,True,True,True,1,East,Stop,2,4,367,West
35,8,9,False,True,True,True,1,South,Stop,2,5,366,West
36,7,9,False,True,True,True,1,South,Stop,2,6,365,West
37,6,9,True,True,True,True,1,North,Stop,2,7,364,South
38,6,8,True,True,True,True,1,South,Stop,2,6,363,South
39,6,7,True,False,True,True,1,West,Stop,2,5,362,East
40,7,7,True,False,True,True,1,West,Stop,2,4,361,North
41,7,8,True,True,True,True,1,North,Stop,2,5,360,North
42,7,9,False,True,True,True,1,South,Stop,2,6,359,East
43,8,9,False,True,True,True,1,East,Stop,2,5,558,East
44,9,9,False,True,True,True,1,East,Stop,2,4,557,South
45,9,8,True,True,True,True,1,West,Stop,2,3,556,South
46,9,7,True,True,True,True,1,East,Stop,2,2,555,West
47,8,7,True,True,True,True,1,West,Stop,2,3,554,South
48,8,6,True,True,True,False,1,East,Stop,2,2,553,South
49,8,5,True,True,True,True,1,East,Stop,2,3,552,South
50,8,4,True,True,True,True,1,East,Stop,2,4,551,South
51,8,3,True,False,True,True,1,North,Stop,2,5,550,West
52,7,3,True,False,True,True,1,North,Stop,2,6,549,West
53,6,3,True,False,True,True,1,North,Stop,2,7,548,West
54,5,3,True,False,True,True,1,North,Stop,2,8,547,North
55,5,4,True,True,True,True,1,North,Stop,2,7,546,West
56,4,4,True,True,True,True,1,North,Stop,2,8,545,West
57,3,4,True,True,True,True,1,East,Stop,2,9,544,North
58,3,5,False,True,True,True,1,East,Stop,2,8,543,East
59,4,5,False,True,True,True,1,East,Stop,2,7,542,East
1,1,11,False,True,True,False,6,None,None,2,14,0,Stop
2,1,11,False,True,True,False,6,South,North,2,14,-1,Stop
3,1,11,False,True,True,False,7,North,West,2,14,-2,Stop
4,1,11,False,True,True,False,7,West,East,2,14,-3,East
5,2,11,False,False,True,True,7,South,West,2,13,-4,East
6,3,11,False,False,True,True,7,South,North,2,12,-5,East
7,4,11,False,False,True,True,8,North,South,2,11,-6,East
8,5,11,False,True,True,True,7,South,East,2,10,-7,East
9,6,11,False,True,True,True,7,South,North,2,9,-8,East
10,7,11,False,False,True,True,8,South,East,2,8,-9,East
11,8,11,False,False,True,True,8,West,North,2,7,-10,East
12,9,11,False,False,True,True,9,East,West,2,6,189,East
13,10,11,False,True,True,True,9,East,West,2,5,188,East
14,11,11,False,True,True,True,9,East,West,2,4,187,East
15,12,11,False,False,True,True,9,North,West,2,3,186,East
16,13,11,False,False,True,True,9,South,East,2,2,185,East
17,14,11,False,True,True,True,9,South,West,2,1,184,West
18,13,11,False,False,True,True,9,East,West,2,2,183,West
19,12,11,False,False,True,True,9,East,West,2,3,182,West
20,11,11,False,True,True,True,9,North,West,2,4,181,South
21,11,10,True,True,False,True,9,West,Stop,2,3,380,South
22,11,9,True,False,True,True,1,South,Stop,2,4,379,East
23,12,9,False,True,True,True,1,South,Stop,2,3,378,West
24,11,9,True,False,True,True,1,South,Stop,2,4,377,West
25,10,9,True,True,True,True,1,West,Stop,2,3,376,West
26,9,9,False,True,True,True,1,West,Stop,2,4,375,West
27,8,9,False,True,True,True,1,West,Stop,2,5,374,West
28,7,9,False,True,True,True,1,North,Stop,2,6,373,West
29,6,9,True,True,True,True,1,North,Stop,2,7,372,North
30,6,10,True,True,False,True,1,South,Stop,2,8,371,North
31,6,11,False,True,True,True,1,South,Stop,2,9,370,West
32,5,11,False,True,True,True,1,North,Stop,2,10,369,West
33,4,11,False,False,True,True,1,North,Stop,2,11,568,West
34,3,11,False,False,True,True,1,North,Stop,2,12,567,West
35,2,11,False,False,True,True,1,East,Stop,2,13,566,West
36,1,11,False,True,True,False,1,East,Stop,2,14,565,South
37,1,10,True,True,False,False,1,East,Stop,2,13,564,South
38,1,9,True,True,True,False,1,South,Stop,2,12,563,South
39,1,8,True,True,True,False,1,South,Stop,2,11,562,South
40,1,7,True,True,True,False,1,South,Stop,2,10,561,South
41,1,6,True,True,False,False,1,East,Stop,2,9,560,South
42,1,5,True,True,True,False,1,East,Stop,2,10,559,East
43,2,5,False,True,True,True,1,East,Stop,2,9,558,East
44,3,5,False,True,True,True,1,East,Stop,2,8,557,East
45,4,5,False,True,True,True,1,North,Stop,2,7,556,East
46,5,5,False,True,True,True,1,North,Stop,2,6,555,East
47,6,5,False,True,True,True,1,South,Stop,2,5,554,East
48,7,5,False,True,True,True,1,East,Stop,2,4,553,East
49,8,5,True,True,True,True,1,North,Stop,2,3,552,South
50,8,4,True,True,True,True,1,North,Stop,2,4,551,South
51,8,3,True,False,True,True,1,South,Stop,2,5,550,East
