@relation 'textdump.arff-weka.filters.unsupervised.attribute.Remove-R2-3,11-12,25-34'

@attribute ticks numeric
@attribute pacman_pos_x numeric
@attribute pacman_pos_y numeric
@attribute legal_North {False,True}
@attribute legal_South {False,True}
@attribute legal_East {False,True}
@attribute legal_West {False,True}
@attribute legal_Stop {False,True}
@attribute ghost1_alive {False,True}
@attribute ghost2_alive {False,True}
@attribute ghost3_alive {False,True}
@attribute ghost4_alive {False,True}
@attribute ghost1_x numeric
@attribute ghost1_y numeric
@attribute ghost2_x numeric
@attribute ghost2_y numeric
@attribute ghost3_x numeric
@attribute ghost3_y numeric
@attribute ghost4_x numeric
@attribute ghost4_y numeric
@attribute score numeric
@attribute pacman_action {East,North,South,Stop,West,None}

@data
16,6,9,True,True,True,True,True,True,True,False,True,7,3,6,8,5,1,13,9,185,South
17,6,8,True,True,True,True,True,True,False,False,True,8,3,3,1,5,1,13,8,384,East
18,7,8,True,True,True,True,True,True,False,False,True,8,4,3,1,5,1,13,9,383,East
19,8,8,True,True,True,True,True,True,False,False,True,8,5,3,1,5,1,14,9,382,East
20,9,8,True,True,True,True,True,True,False,False,True,7,5,3,1,5,1,13,9,381,South
21,9,7,True,True,True,True,True,True,False,False,True,8,5,3,1,5,1,13,8,380,South
22,9,6,True,True,True,True,True,True,False,False,True,9,5,3,1,5,1,13,8,379,South
23,9,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,8,578,South
24,9,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,8,577,South
25,9,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,13,7,576,West
26,8,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,13,7,575,West
27,7,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,14,7,574,East
28,8,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,15,7,573,North
29,8,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,7,572,North
30,8,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,7,571,East
31,9,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,7,570,East
32,10,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,7,569,East
33,11,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,7,568,East
34,12,5,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,15,7,567,East
35,13,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,7,566,East
36,14,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,7,565,North
37,14,6,True,True,False,False,True,False,False,False,True,1,1,3,1,5,1,18,7,564,North
38,14,7,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,18,8,563,East
39,15,7,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,18,7,562,East
40,16,7,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,17,7,561,East
41,17,7,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,17,8,560,East
42,18,7,True,True,False,True,True,False,False,False,True,1,1,3,1,5,1,16,8,559,North
43,18,8,True,True,False,True,True,False,False,False,True,1,1,3,1,5,1,16,8,558,West
44,17,8,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,7,557,West
45,16,8,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,7,556,South
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,5,5,6,10,7,11,14,6,-1,East
3,2,11,False,False,True,True,True,True,True,True,True,6,5,5,10,6,11,14,7,-2,East
4,3,11,False,False,True,True,True,True,True,True,True,6,4,5,10,6,10,15,7,-3,East
5,4,11,False,False,True,True,True,True,True,True,True,6,4,6,10,6,9,16,7,-4,East
6,5,11,False,True,True,True,True,True,True,True,True,6,5,6,9,6,10,16,7,-5,South
7,5,10,True,True,True,False,True,True,True,True,True,6,4,6,9,6,11,17,7,-6,South
8,5,9,True,True,True,True,True,True,False,True,True,5,4,3,1,5,11,17,8,193,East
9,6,9,True,True,True,True,True,True,False,True,True,4,4,3,1,5,11,17,9,192,North
10,6,10,True,True,False,True,True,True,False,True,True,4,5,3,1,5,10,18,9,191,West
11,5,10,True,True,True,False,True,True,False,False,True,4,4,3,1,5,1,18,8,390,Stop
12,5,10,True,True,True,False,True,True,False,False,True,4,3,3,1,5,1,18,8,389,Stop
13,5,10,True,True,True,False,True,True,False,False,True,5,3,3,1,5,1,17,8,388,South
14,5,9,True,True,True,True,True,True,False,False,True,4,3,3,1,5,1,18,8,387,South
15,5,8,True,True,True,True,True,True,False,False,True,4,3,3,1,5,1,18,8,386,East
16,6,8,True,True,True,True,True,True,False,False,True,4,3,3,1,5,1,18,8,385,East
17,7,8,True,True,True,True,True,True,False,False,True,4,3,3,1,5,1,17,8,384,South
18,7,7,True,False,True,True,True,True,False,False,True,5,3,3,1,5,1,17,9,383,Stop
19,7,7,True,False,True,True,True,True,False,False,True,6,3,3,1,5,1,17,9,382,East
20,8,7,True,True,True,True,True,True,False,False,True,7,3,3,1,5,1,16,9,381,South
21,8,6,True,True,True,False,True,True,False,False,True,7,4,3,1,5,1,16,8,380,South
22,8,5,True,True,True,True,True,True,False,False,True,7,4,3,1,5,1,16,7,379,South
23,8,4,True,True,True,True,True,True,False,False,True,7,4,3,1,5,1,16,8,378,West
24,7,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,9,577,West
25,6,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,9,576,North
26,6,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,9,575,East
27,7,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,9,574,East
28,8,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,9,573,East
29,9,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,9,572,East
30,10,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,9,571,East
31,11,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,8,570,East
32,12,5,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,16,8,569,East
33,13,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,9,568,East
34,14,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,9,567,North
35,14,6,True,True,False,False,True,False,False,False,True,1,1,3,1,5,1,16,9,566,North
36,14,7,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,9,565,North
37,14,8,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,8,564,East
38,15,8,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,8,563,East
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,5,5,5,9,8,11,14,6,-1,Stop
3,1,11,False,True,True,False,True,True,True,True,True,4,5,5,10,7,11,14,6,-2,East
4,2,11,False,False,True,True,True,True,True,True,True,5,5,5,11,7,11,14,6,-3,East
5,3,11,False,False,True,True,True,True,True,True,True,5,4,5,10,7,11,14,6,-4,East
6,4,11,False,False,True,True,True,True,True,True,True,6,4,5,11,6,11,14,5,-5,East
7,5,11,False,True,True,True,True,True,False,False,True,7,4,3,1,5,1,13,5,394,East
8,6,11,False,True,True,True,True,True,False,False,True,7,4,3,1,5,1,14,5,393,East
9,7,11,False,False,True,True,True,True,False,False,True,8,4,3,1,5,1,15,5,392,East
10,8,11,False,False,True,True,True,True,False,False,True,8,3,3,1,5,1,15,5,391,East
11,9,11,False,False,True,True,True,True,False,False,True,8,4,3,1,5,1,15,5,390,West
12,8,11,False,False,True,True,True,True,False,False,True,8,3,3,1,5,1,15,4,389,West
13,7,11,False,False,True,True,True,True,False,False,True,8,4,3,1,5,1,15,3,388,West
14,6,11,False,True,True,True,True,True,False,False,True,8,4,3,1,5,1,16,3,387,South
15,6,10,True,True,False,True,True,True,False,False,True,8,4,3,1,5,1,15,3,386,South
16,6,9,True,True,True,True,True,True,False,False,True,8,3,3,1,5,1,14,3,385,South
17,6,8,True,True,True,True,True,True,False,False,True,7,3,3,1,5,1,13,3,384,East
18,7,8,True,True,True,True,True,True,False,False,True,7,4,3,1,5,1,13,4,383,East
19,8,8,True,True,True,True,True,True,False,False,True,6,4,3,1,5,1,13,3,382,South
20,8,7,True,True,True,True,True,True,False,False,True,7,4,3,1,5,1,13,3,381,South
21,8,6,True,True,True,False,True,True,False,False,True,7,3,3,1,5,1,14,3,380,South
22,8,5,True,True,True,True,True,True,False,False,True,8,3,3,1,5,1,13,3,379,South
23,8,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,4,578,South
24,8,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,13,3,577,West
25,7,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,13,4,576,West
26,6,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,14,4,575,West
27,5,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,14,5,574,North
28,5,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,14,5,573,East
29,6,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,5,572,East
30,7,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,4,571,North
31,7,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,3,570,East
32,8,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,4,569,East
33,9,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,4,568,East
34,10,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,3,567,East
35,11,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,13,3,566,East
36,12,5,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,14,3,565,East
37,13,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,3,564,East
38,14,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,3,563,East
39,15,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,3,562,South
40,15,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,3,561,South
41,15,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,16,4,560,East
42,16,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,15,4,559,East
43,17,3,True,False,True,True,True,False,False,False,True,1,1,3,1,5,1,15,5,558,North
44,17,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,4,557,North
45,17,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,3,556,West
46,16,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,4,555,West
47,15,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,4,554,West
48,14,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,4,553,South
49,14,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,15,4,552,East
50,15,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,4,551,East
51,16,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,5,550,East
52,17,4,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,5,549,North
53,17,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,5,548,East
54,18,5,True,True,False,True,True,False,False,False,True,1,1,3,1,5,1,16,4,547,West
55,17,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,4,546,West
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,6,5,5,9,9,11,14,6,-1,East
3,2,11,False,False,True,True,True,True,True,True,True,7,5,4,9,8,11,14,6,-2,East
4,3,11,False,False,True,True,True,True,True,True,True,7,4,3,9,8,11,14,5,-3,East
5,4,11,False,False,True,True,True,True,True,True,True,6,4,3,8,7,11,14,5,-4,East
6,5,11,False,True,True,True,True,True,True,True,True,6,3,2,8,8,11,15,5,-5,East
7,6,11,False,True,True,True,True,True,True,True,True,6,4,2,8,7,11,16,5,-6,East
8,7,11,False,False,True,True,True,True,True,False,True,7,4,2,9,5,1,16,5,193,East
9,8,11,False,False,True,True,True,True,True,False,True,6,4,2,8,5,1,16,4,192,West
10,7,11,False,False,True,True,True,True,True,False,True,5,4,1,8,5,1,15,4,191,West
11,6,11,False,True,True,True,True,True,True,False,True,6,4,1,9,5,1,14,4,190,South
12,6,10,True,True,False,True,True,True,True,False,True,7,4,1,10,5,1,14,3,189,South
13,6,9,True,True,True,True,True,True,True,False,True,8,4,1,9,5,1,14,4,188,West
14,5,9,True,True,True,True,True,True,True,False,True,9,4,2,9,5,1,14,3,187,West
15,4,9,False,True,True,True,True,True,True,False,True,9,3,3,9,5,1,14,3,186,West
16,3,9,False,True,True,True,True,True,False,False,True,9,3,3,1,5,1,14,4,385,West
17,2,9,False,True,True,True,True,True,False,False,True,8,3,3,1,5,1,14,5,384,South
18,2,8,True,True,True,True,True,True,False,False,True,8,4,3,1,5,1,14,5,383,South
19,2,7,True,False,True,True,True,True,False,False,True,9,4,3,1,5,1,14,4,382,West
20,1,7,True,True,True,False,True,True,False,False,True,9,3,3,1,5,1,15,4,381,South
21,1,6,True,True,False,False,True,True,False,False,True,8,3,3,1,5,1,15,5,380,South
22,1,5,True,True,True,False,True,True,False,False,True,9,3,3,1,5,1,15,4,379,East
23,2,5,False,True,True,True,True,True,False,False,True,10,3,3,1,5,1,15,3,378,East
24,3,5,False,True,True,True,True,True,False,False,True,9,3,3,1,5,1,15,4,377,East
25,4,5,False,True,True,True,True,True,False,False,True,9,4,3,1,5,1,16,4,376,East
26,5,5,False,True,True,True,True,True,False,False,True,9,4,3,1,5,1,16,4,375,East
27,6,5,False,True,True,True,True,True,False,False,True,9,4,3,1,5,1,17,4,374,East
28,7,5,False,True,True,True,True,True,False,False,True,9,5,3,1,5,1,17,3,373,East
29,8,5,True,True,True,True,True,True,False,False,True,9,5,3,1,5,1,17,4,372,East
30,9,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,5,571,East
31,10,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,5,570,East
32,11,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,18,5,569,East
33,12,5,False,False,True,True,True,False,False,False,True,1,1,3,1,5,1,18,4,568,East
34,13,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,18,5,567,East
35,14,5,True,True,True,True,True,False,False,False,True,1,1,3,1,5,1,17,5,566,East
36,15,5,False,True,True,True,True,False,False,False,True,1,1,3,1,5,1,16,5,565,East
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,5,5,7,9,8,11,14,6,-1,Stop
3,1,11,False,True,True,False,True,True,True,True,True,4,5,8,9,8,11,14,7,-2,Stop
4,1,11,False,True,True,False,True,True,True,True,True,4,4,7,9,9,11,13,7,-3,East
5,2,11,False,False,True,True,True,True,True,True,True,4,4,7,8,10,11,12,7,-4,East
6,3,11,False,False,True,True,True,True,True,True,True,4,5,7,9,11,11,13,7,-5,East
7,4,11,False,False,True,True,True,True,True,True,True,4,4,8,9,11,11,12,7,-6,East
8,5,11,False,True,True,True,True,True,True,True,True,5,4,9,9,11,10,13,7,-7,East
9,6,11,False,True,True,True,True,True,True,True,True,6,4,9,9,10,10,13,7,-8,East
10,7,11,False,False,True,True,True,True,True,True,True,6,5,9,9,10,9,13,8,-9,East
11,8,11,False,False,True,True,True,True,True,True,True,7,5,10,9,9,9,13,9,-10,East
12,9,11,False,False,True,True,True,True,True,True,True,7,5,10,10,9,8,14,9,-11,East
13,10,11,False,True,True,True,True,True,False,True,True,7,4,3,1,9,7,13,9,188,South
14,10,10,True,True,True,False,True,True,False,True,True,6,4,3,1,8,7,12,9,187,South
15,10,9,True,True,True,True,True,True,False,True,True,6,4,3,1,9,7,12,8,186,West
16,9,9,False,True,True,True,True,True,False,True,True,5,4,3,1,9,7,12,9,185,West
17,8,9,False,True,True,True,True,True,False,True,True,4,4,3,1,9,7,12,8,184,South
18,8,8,True,True,True,True,True,True,False,True,True,3,4,3,1,9,8,12,9,183,South
19,8,7,True,True,True,True,True,True,False,True,True,2,4,3,1,8,8,12,8,182,East
20,9,7,True,True,True,True,True,True,False,True,True,2,5,3,1,8,8,12,9,181,East
21,10,7,True,True,False,True,True,True,False,True,True,2,4,3,1,7,8,12,8,180,North
22,10,8,True,True,False,True,True,True,False,True,True,2,5,3,1,7,9,12,7,179,North
23,10,9,True,True,True,True,True,True,False,True,True,2,5,3,1,6,9,12,7,178,North
24,10,10,True,True,True,False,True,True,False,True,True,3,5,3,1,6,8,13,7,177,North
25,10,11,False,True,True,True,True,True,False,True,True,4,5,3,1,6,9,14,7,176,West
26,9,11,False,False,True,True,True,True,False,True,True,4,5,3,1,7,9,14,8,175,West
27,8,11,False,False,True,True,True,True,False,True,True,5,5,3,1,7,9,15,8,174,West
28,7,11,False,False,True,True,True,True,False,True,True,5,4,3,1,6,9,15,9,173,West
29,6,11,False,True,True,True,True,True,False,True,True,5,3,3,1,7,9,16,9,172,South
30,6,10,True,True,False,True,True,True,False,True,True,5,3,3,1,7,9,15,9,171,South
31,6,9,True,True,True,True,True,True,False,False,True,5,3,3,1,5,1,15,9,370,East
32,7,9,False,True,True,True,True,True,False,False,True,4,3,3,1,5,1,15,8,369,East
33,8,9,False,True,True,True,True,True,False,False,True,3,3,3,1,5,1,15,9,368,East
34,9,9,False,True,True,True,True,True,False,False,True,3,4,3,1,5,1,15,9,367,East
35,10,9,True,True,True,True,True,True,False,False,True,3,3,3,1,5,1,16,9,366,East
36,11,9,True,False,True,True,True,True,False,False,True,2,3,3,1,5,1,16,8,365,East
37,12,9,False,True,True,True,True,True,False,False,True,2,4,3,1,5,1,16,9,364,East
38,13,9,False,True,True,True,True,True,False,False,True,2,4,3,1,5,1,16,8,363,East
39,14,9,True,True,True,True,True,True,False,False,True,2,5,3,1,5,1,16,7,362,East
40,15,9,False,True,True,True,True,True,False,False,True,3,5,3,1,5,1,16,8,361,East
41,16,9,False,True,True,True,True,True,False,False,True,2,5,3,1,5,1,16,8,360,East
42,17,9,False,True,True,True,True,True,False,False,True,3,5,3,1,5,1,15,8,359,South
43,17,8,True,True,True,True,True,True,False,False,True,2,5,3,1,5,1,15,8,358,South
44,17,7,True,False,True,True,True,True,False,False,True,2,5,3,1,5,1,14,8,357,West
45,16,7,True,False,True,True,True,True,False,False,True,2,5,3,1,5,1,14,9,356,West
46,15,7,True,False,True,True,True,True,False,False,True,2,5,3,1,5,1,14,8,355,North
47,15,8,True,True,True,True,True,True,False,False,True,1,5,3,1,5,1,13,8,354,West
48,14,8,True,True,True,True,True,True,False,False,True,1,4,3,1,5,1,13,9,353,West
49,13,8,True,True,True,True,True,True,False,False,True,1,3,3,1,5,1,12,9,352,North
50,13,9,False,True,True,True,True,True,False,False,True,2,3,3,1,5,1,11,9,351,West
51,12,9,False,True,True,True,True,True,False,False,False,3,3,3,1,5,1,7,1,550,West
52,11,9,True,False,True,True,True,True,False,False,False,4,3,3,1,5,1,7,1,549,West
53,10,9,True,True,True,True,True,True,False,False,False,4,3,3,1,5,1,7,1,548,South
54,10,8,True,True,False,True,True,True,False,False,False,3,3,3,1,5,1,7,1,547,South
55,10,7,True,True,False,True,True,True,False,False,False,3,4,3,1,5,1,7,1,546,West
56,9,7,True,True,True,True,True,True,False,False,False,3,3,3,1,5,1,7,1,545,South
57,9,6,True,True,True,True,True,True,False,False,False,3,3,3,1,5,1,7,1,544,South
58,9,5,True,True,True,True,True,True,False,False,False,3,4,3,1,5,1,7,1,543,South
59,9,4,True,True,True,True,True,True,False,False,False,3,4,3,1,5,1,7,1,542,West
60,8,4,True,True,True,True,True,True,False,False,False,4,4,3,1,5,1,7,1,541,West
61,7,4,True,True,True,True,True,True,False,False,False,4,4,3,1,5,1,7,1,540,West
62,6,4,True,True,True,True,True,True,False,False,False,5,4,3,1,5,1,7,1,539,North
63,6,5,False,True,True,True,True,True,False,False,False,5,5,3,1,5,1,7,1,538,Stop
64,6,5,False,True,True,True,True,True,False,False,False,5,4,3,1,5,1,7,1,537,West
65,5,5,False,True,True,True,True,True,False,False,False,5,4,3,1,5,1,7,1,536,South
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,6,5,6,8,9,11,14,6,-1,Stop
3,1,11,False,True,True,False,True,True,True,True,True,6,4,5,8,9,11,14,5,-2,Stop
4,1,11,False,True,True,False,True,True,True,True,True,6,3,5,8,10,11,14,6,-3,East
5,2,11,False,False,True,True,True,True,True,True,True,5,3,6,8,11,11,14,6,-4,East
6,3,11,False,False,True,True,True,True,True,True,True,4,3,6,7,11,11,14,7,-5,East
7,4,11,False,False,True,True,True,True,True,True,True,4,3,6,7,11,10,14,7,-6,East
8,5,11,False,True,True,True,True,True,True,True,True,3,3,5,7,11,10,14,6,-7,East
9,6,11,False,True,True,True,True,True,True,True,True,4,3,5,8,11,9,14,6,-8,South
10,6,10,True,True,False,True,True,True,True,True,True,4,4,5,7,10,9,14,7,-9,South
11,6,9,True,True,True,True,True,True,True,True,True,5,4,6,7,10,10,13,7,-10,West
12,5,9,True,True,True,True,True,True,True,True,True,4,4,7,7,11,10,13,7,-11,South
13,5,8,True,True,True,True,True,True,True,True,True,5,4,7,7,11,11,14,7,-12,South
14,5,7,True,False,True,True,True,True,True,True,True,4,4,6,7,11,10,14,8,-13,East
15,6,7,True,False,True,True,True,True,False,True,True,4,4,3,1,11,11,14,9,186,East
16,7,7,True,False,True,True,True,True,False,True,True,4,5,3,1,12,11,15,9,185,East
17,8,7,True,True,True,True,True,True,False,True,True,3,5,3,1,12,11,14,9,184,North
18,8,8,True,True,True,True,True,True,False,True,True,3,4,3,1,12,11,14,8,183,East
19,9,8,True,True,True,True,True,True,False,True,True,3,3,3,1,12,11,13,8,182,East
20,10,8,True,True,False,True,True,True,False,True,True,4,3,3,1,12,11,13,7,181,North
21,10,9,True,True,True,True,True,True,False,True,True,4,4,3,1,11,11,12,7,180,East
22,11,9,True,False,True,True,True,True,False,True,True,4,3,3,1,11,11,13,7,179,East
23,12,9,False,True,True,True,True,True,False,True,True,4,4,3,1,11,11,12,7,178,East
24,13,9,False,True,True,True,True,True,False,True,True,4,3,3,1,10,11,12,7,177,East
25,14,9,True,True,True,True,True,True,False,True,True,5,3,3,1,11,11,12,7,176,West
26,13,9,False,True,True,True,True,True,False,True,True,4,3,3,1,10,11,12,8,175,West
27,12,9,False,True,True,True,True,True,False,True,True,5,3,3,1,11,11,12,7,174,West
28,11,9,True,False,True,True,True,True,False,True,True,5,4,3,1,10,11,12,7,173,North
29,11,10,True,True,False,True,True,True,False,True,True,5,3,3,1,10,11,12,7,172,North
30,11,11,False,True,True,True,True,True,False,True,True,5,3,3,1,9,11,13,7,171,West
31,10,11,False,True,True,True,True,True,False,True,True,6,3,3,1,8,11,13,7,170,South
32,10,10,True,True,True,False,True,True,False,True,True,7,3,3,1,8,11,12,7,169,South
33,10,9,True,True,True,True,True,True,False,True,True,8,3,3,1,7,11,12,8,168,West
34,9,9,False,True,True,True,True,True,False,True,True,8,4,3,1,8,11,13,8,167,West
35,8,9,False,True,True,True,True,True,False,True,True,8,5,3,1,8,11,12,8,166,West
36,7,9,False,True,True,True,True,True,False,True,True,9,5,3,1,9,11,12,9,165,West
37,6,9,True,True,True,True,True,True,False,True,True,9,5,3,1,9,11,11,9,164,North
38,6,10,True,True,False,True,True,True,False,True,True,9,6,3,1,9,11,11,9,163,North
39,6,11,False,True,True,True,True,True,False,True,True,9,5,3,1,9,11,11,9,162,East
40,7,11,False,False,True,True,True,True,False,True,True,9,6,3,1,9,11,12,9,161,East
41,8,11,False,False,True,True,True,True,False,True,True,8,6,3,1,9,11,11,9,160,East
42,9,11,False,False,True,True,True,True,False,False,True,8,6,3,1,5,1,11,9,359,East
43,10,11,False,True,True,True,True,True,False,False,True,9,6,3,1,5,1,12,9,358,South
44,10,10,True,True,True,False,True,True,False,False,True,9,6,3,1,5,1,11,9,357,South
45,10,9,True,True,True,True,True,True,False,False,True,9,6,3,1,5,1,11,10,356,South
46,10,8,True,True,False,True,True,True,False,False,True,10,6,3,1,5,1,10,10,355,South
47,10,7,True,True,False,True,True,True,False,False,True,10,5,3,1,5,1,10,11,354,North
48,10,8,True,True,False,True,True,True,False,False,True,10,5,3,1,5,1,9,11,353,North
49,10,9,True,True,True,True,True,True,False,False,True,10,5,3,1,5,1,8,11,352,North
50,10,10,True,True,True,False,True,True,False,False,True,10,4,3,1,5,1,9,11,351,North
51,10,11,False,True,True,True,True,True,False,False,True,11,4,3,1,5,1,9,11,350,West
52,9,11,False,False,True,True,True,True,False,False,True,11,5,3,1,5,1,8,11,349,West
53,8,11,False,False,True,True,True,True,False,False,False,11,4,3,1,5,1,7,11,548,West
54,7,11,False,False,True,True,True,True,False,False,False,11,3,3,1,5,1,7,1,547,West
55,6,11,False,True,True,True,True,True,False,False,False,11,3,3,1,5,1,7,1,546,West
56,5,11,False,True,True,True,True,True,False,False,False,10,3,3,1,5,1,7,1,545,South
57,5,10,True,True,True,False,True,True,False,False,False,9,3,3,1,5,1,7,1,544,South
58,5,9,True,True,True,True,True,True,False,False,False,10,3,3,1,5,1,7,1,543,South
59,5,8,True,True,True,True,True,True,False,False,False,11,3,3,1,5,1,7,1,542,South
60,5,7,True,False,True,True,True,True,False,False,False,11,4,3,1,5,1,7,1,541,East
61,6,7,True,False,True,True,True,True,False,False,False,11,4,3,1,5,1,7,1,540,East
62,7,7,True,False,True,True,True,True,False,False,False,11,4,3,1,5,1,7,1,539,East
63,8,7,True,True,True,True,True,True,False,False,False,11,5,3,1,5,1,7,1,538,South
64,8,6,True,True,True,False,True,True,False,False,False,11,4,3,1,5,1,7,1,537,South
65,8,5,True,True,True,True,True,True,False,False,False,11,4,3,1,5,1,7,1,536,South
66,8,4,True,True,True,True,True,True,False,False,False,11,3,3,1,5,1,7,1,535,East
67,9,4,True,True,True,True,True,True,False,False,False,11,3,3,1,5,1,7,1,534,East
68,10,4,True,True,True,True,True,True,False,False,False,10,3,3,1,5,1,7,1,533,East
69,11,4,True,True,False,True,True,True,False,False,False,10,4,3,1,5,1,7,1,532,Stop
70,11,4,True,True,False,True,True,True,False,False,False,9,4,3,1,5,1,7,1,531,West
71,10,4,True,True,True,True,True,True,False,False,False,9,4,3,1,5,1,7,1,530,West
1,1,11,False,True,True,False,True,True,True,True,True,6,5,6,9,8,11,14,6,0,Stop
2,1,11,False,True,True,False,True,True,True,True,True,7,5,6,8,7,11,14,6,-1,East
3,2,11,False,False,True,True,True,True,True,True,True,8,5,6,8,8,11,14,6,-2,East
4,3,11,False,False,True,True,True,True,True,True,True,8,6,5,8,7,11,14,7,-3,East
5,4,11,False,False,True,True,True,True,True,True,True,8,5,5,9,6,11,14,7,-4,East
6,5,11,False,True,True,True,True,True,True,True,True,8,6,4,9,6,11,14,7,-5,East
7,6,11,False,True,True,True,True,True,True,False,True,8,6,4,9,5,1,13,7,194,West
8,5,11,False,True,True,True,True,True,True,False,True,8,7,4,9,5,1,13,7,193,West
9,4,11,False,False,True,True,True,True,True,False,True,8,6,5,9,5,1,14,7,192,West
10,3,11,False,False,True,True,True,True,True,False,True,8,5,4,9,5,1,14,6,191,West
11,2,11,False,False,True,True,True,True,True,False,True,7,5,5,9,5,1,14,6,190,East
12,3,11,False,False,True,True,True,True,True,False,True,7,5,6,9,5,1,14,7,189,East
